date,year,month,weekday,pref_code,pref_en,pref_ja,tmax_c,tmean_c,humidity_pct,transported,elderly,severe
2019-08-06,2019,8,Tue,47,Okinawa,沖縄県,30.0,28.5,81,14,9,0
2019-08-07,2019,8,Wed,1,Hokkaido,北海道,30.1,23.6,82,33,18,0
2019-08-07,2019,8,Wed,13,Tokyo,東京都,33.8,28.8,79,280,149,14
2019-08-07,2019,8,Wed,23,Aichi,愛知県,32.6,28.6,77,116,47,0
2019-08-07,2019,8,Wed,27,Osaka,大阪府,34.0,29.3,77,151,90,6
2019-08-07,2019,8,Wed,28,Hyogo,兵庫県,31.2,28.2,84,68,39,0
2019-08-07,2019,8,Wed,40,Fukuoka,福岡県,32.5,27.6,81,53,34,1
2019-08-07,2019,8,Wed,47,Okinawa,沖縄県,29.5,28.4,85,5,3,0
2019-08-08,2019,8,Thu,1,Hokkaido,北海道,24.2,22.6,92,10,5,0
2019-08-08,2019,8,Thu,13,Tokyo,東京都,33.5,28.9,78,228,129,8
2019-08-08,2019,8,Thu,23,Aichi,愛知県,33.5,28.7,75,99,52,7
2019-08-08,2019,8,Thu,27,Osaka,大阪府,32.5,29.1,77,117,65,1
2019-08-08,2019,8,Thu,28,Hyogo,兵庫県,30.5,27.9,84,76,47,0
2019-08-08,2019,8,Thu,40,Fukuoka,福岡県,32.7,28.9,76,87,46,1
2019-08-08,2019,8,Thu,47,Okinawa,沖縄県,29.0,27.7,87,1,1,0
2019-08-09,2019,8,Fri,1,Hokkaido,北海道,23.3,21.0,84,8,8,0
2019-08-09,2019,8,Fri,13,Tokyo,東京都,34.7,29.3,74,205,111,12
2019-08-09,2019,8,Fri,23,Aichi,愛知県,34.2,29.0,74,116,60,4
2019-08-09,2019,8,Fri,27,Osaka,大阪府,32.5,28.8,76,112,62,3
2019-08-09,2019,8,Fri,28,Hyogo,兵庫県,31.1,27.7,83,65,31,1
2019-08-09,2019,8,Fri,40,Fukuoka,福岡県,31.5,27.6,74,42,27,0
2019-08-09,2019,8,Fri,47,Okinawa,沖縄県,28.7,27.7,88,1,1,0
2019-08-10,2019,8,Sat,1,Hokkaido,北海道,21.3,18.6,82,1,1,0
2019-08-10,2019,8,Sat,13,Tokyo,東京都,33.8,29.1,71,167,91,8
2019-08-10,2019,8,Sat,23,Aichi,愛知県,34.8,29.3,70,93,49,1
2019-08-10,2019,8,Sat,27,Osaka,大阪府,35.4,29.7,72,145,68,1
2019-08-10,2019,8,Sat,28,Hyogo,兵庫県,31.9,28.2,82,84,39,1
2019-08-10,2019,8,Sat,40,Fukuoka,福岡県,34.2,28.8,70,57,28,0
2019-08-10,2019,8,Sat,47,Okinawa,沖縄県,29.0,28.1,88,4,2,0
2019-08-11,2019,8,Sun,1,Hokkaido,北海道,23.8,20.0,80,6,3,1
2019-08-11,2019,8,Sun,13,Tokyo,東京都,34.8,29.2,71,149,79,3
2019-08-11,2019,8,Sun,23,Aichi,愛知県,33.9,29.5,70,92,37,0
2019-08-11,2019,8,Sun,27,Osaka,大阪府,35.4,30.3,69,126,72,2
2019-08-11,2019,8,Sun,28,Hyogo,兵庫県,32.2,28.5,81,75,42,1
2019-08-11,2019,8,Sun,40,Fukuoka,福岡県,33.5,28.8,71,57,27,0
2019-08-11,2019,8,Sun,47,Okinawa,沖縄県,30.4,28.9,88,34,17,1
2019-08-12,2019,8,Mon,1,Hokkaido,北海道,24.3,20.5,85,4,2,0
2019-08-12,2019,8,Mon,13,Tokyo,東京都,32.9,28.9,76,98,47,1
2019-08-12,2019,8,Mon,23,Aichi,愛知県,36.1,30.2,66,76,44,0
2019-08-12,2019,8,Mon,27,Osaka,大阪府,36.5,31.5,60,109,59,0
2019-08-12,2019,8,Mon,28,Hyogo,兵庫県,34.4,30.1,70,81,47,4
2019-08-12,2019,8,Mon,40,Fukuoka,福岡県,34.0,29.4,73,69,42,1
2019-08-12,2019,8,Mon,47,Okinawa,沖縄県,31.7,29.2,84,32,7,0
2019-08-13,2019,8,Tue,1,Hokkaido,北海道,24.1,20.7,86,13,4,0
2019-08-13,2019,8,Tue,13,Tokyo,東京都,34.0,29.5,77,78,42,0
2019-08-13,2019,8,Tue,23,Aichi,愛知県,38.0,31.7,60,84,54,0
2019-08-13,2019,8,Tue,27,Osaka,大阪府,35.9,31.4,64,103,62,2
2019-08-13,2019,8,Tue,28,Hyogo,兵庫県,34.1,30.2,71,87,51,2
2019-08-13,2019,8,Tue,40,Fukuoka,福岡県,33.4,29.3,75,59,32,0
2019-08-13,2019,8,Tue,47,Okinawa,沖縄県,29.4,28.3,87,14,5,0
2019-08-14,2019,8,Wed,1,Hokkaido,北海道,22.1,19.9,77,5,2,0
2019-08-14,2019,8,Wed,13,Tokyo,東京都,31.2,28.7,82,66,45,3
2019-08-14,2019,8,Wed,23,Aichi,愛知県,34.8,30.3,66,37,28,0
2019-08-14,2019,8,Wed,27,Osaka,大阪府,34.2,30.5,70,71,42,0
2019-08-14,2019,8,Wed,28,Hyogo,兵庫県,32.8,29.4,77,39,26,0
2019-08-14,2019,8,Wed,40,Fukuoka,福岡県,33.0,28.4,81,24,18,0
2019-08-14,2019,8,Wed,47,Okinawa,沖縄県,29.6,28.5,85,6,3,0
2019-08-15,2019,8,Thu,1,Hokkaido,北海道,24.5,22.0,81,5,2,1
2019-08-15,2019,8,Thu,13,Tokyo,東京都,31.5,28.2,84,62,31,3
2019-08-15,2019,8,Thu,23,Aichi,愛知県,30.6,27.8,82,6,3,0
2019-08-15,2019,8,Thu,27,Osaka,大阪府,32.1,29.5,74,28,22,1
2019-08-15,2019,8,Thu,28,Hyogo,兵庫県,29.0,27.6,87,12,12,0
2019-08-15,2019,8,Thu,40,Fukuoka,福岡県,27.0,26.4,92,4,3,0
2019-08-15,2019,8,Thu,47,Okinawa,沖縄県,29.9,28.6,85,13,4,1
2019-08-16,2019,8,Fri,1,Hokkaido,北海道,27.9,25.1,88,8,7,1
2019-08-16,2019,8,Fri,13,Tokyo,東京都,30.0,27.6,83,56,32,1
2019-08-16,2019,8,Fri,23,Aichi,愛知県,32.0,28.5,83,57,27,1
2019-08-16,2019,8,Fri,27,Osaka,大阪府,30.9,28.7,80,82,41,0
2019-08-16,2019,8,Fri,28,Hyogo,兵庫県,29.6,27.6,91,35,16,1
2019-08-16,2019,8,Fri,40,Fukuoka,福岡県,30.6,27.3,77,30,19,0
2019-08-16,2019,8,Fri,47,Okinawa,沖縄県,31.2,28.7,83,12,4,0
2019-08-17,2019,8,Sat,1,Hokkaido,北海道,29.8,25.3,81,28,10,0
2019-08-17,2019,8,Sat,13,Tokyo,東京都,33.1,28.9,77,184,71,4
2019-08-17,2019,8,Sat,23,Aichi,愛知県,33.2,28.7,78,99,36,1
2019-08-17,2019,8,Sat,27,Osaka,大阪府,31.3,28.3,80,98,32,0
2019-08-17,2019,8,Sat,28,Hyogo,兵庫県,30.4,27.7,84,68,28,2
2019-08-17,2019,8,Sat,40,Fukuoka,福岡県,29.7,26.2,83,37,10,0
2019-08-17,2019,8,Sat,47,Okinawa,沖縄県,29.5,28.3,86,12,3,0
2019-08-18,2019,8,Sun,1,Hokkaido,北海道,22.7,20.0,85,15,10,0
2019-08-18,2019,8,Sun,13,Tokyo,東京都,33.8,29.2,75,107,60,1
2019-08-18,2019,8,Sun,23,Aichi,愛知県,32.1,28.0,80,92,45,0
2019-08-18,2019,8,Sun,27,Osaka,大阪府,31.0,28.0,81,108,54,1
2019-08-18,2019,8,Sun,28,Hyogo,兵庫県,30.3,27.4,88,62,27,0
2019-08-18,2019,8,Sun,40,Fukuoka,福岡県,28.1,25.7,83,15,7,0
2019-08-18,2019,8,Sun,47,Okinawa,沖縄県,30.5,28.3,87,9,6,0
2019-08-19,2019,8,Mon,1,Hokkaido,北海道,24.5,20.8,85,1,1,0
2019-08-19,2019,8,Mon,13,Tokyo,東京都,31.8,27.7,81,66,31,1
2019-08-19,2019,8,Mon,23,Aichi,愛知県,31.6,27.8,81,55,31,0
2019-08-19,2019,8,Mon,27,Osaka,大阪府,30.9,27.6,82,62,37,1
2019-08-19,2019,8,Mon,28,Hyogo,兵庫県,29.3,26.9,89,24,14,0
2019-08-19,2019,8,Mon,40,Fukuoka,福岡県,26.8,25.4,87,18,6,0
2019-08-19,2019,8,Mon,47,Okinawa,沖縄県,28.4,27.3,88,4,2,0
2019-08-20,2019,8,Tue,1,Hokkaido,北海道,21.3,19.3,87,1,1,0
2019-08-20,2019,8,Tue,13,Tokyo,東京都,31.3,27.5,85,45,28,2
2019-08-20,2019,8,Tue,23,Aichi,愛知県,30.0,27.4,87,44,14,1
2019-08-20,2019,8,Tue,27,Osaka,大阪府,30.0,27.6,88,72,26,0
2019-08-20,2019,8,Tue,28,Hyogo,兵庫県,29.0,27.0,95,32,14,0
2019-08-20,2019,8,Tue,40,Fukuoka,福岡県,28.1,25.7,91,17,8,0
2019-08-20,2019,8,Tue,47,Okinawa,沖縄県,29.5,27.8,85,2,2,1
2019-08-21,2019,8,Wed,1,Hokkaido,北海道,23.1,19.8,83,2,2,0
2019-08-21,2019,8,Wed,13,Tokyo,東京都,30.9,26.4,85,33,11,1
2019-08-21,2019,8,Wed,23,Aichi,愛知県,32.5,28.2,82,69,26,0
2019-08-21,2019,8,Wed,27,Osaka,大阪府,30.8,28.3,85,84,36,0
2019-08-21,2019,8,Wed,28,Hyogo,兵庫県,30.0,27.5,90,44,25,0
2019-08-21,2019,8,Wed,40,Fukuoka,福岡県,31.4,27.5,82,38,19,0
2019-08-21,2019,8,Wed,47,Okinawa,沖縄県,30.0,28.3,82,9,2,0
2019-08-22,2019,8,Thu,1,Hokkaido,北海道,21.2,18.9,78,1,1,0
2019-08-22,2019,8,Thu,13,Tokyo,東京都,30.6,26.6,82,31,18,0
2019-08-22,2019,8,Thu,23,Aichi,愛知県,32.4,28.3,80,64,32,0
2019-08-22,2019,8,Thu,27,Osaka,大阪府,30.9,28.3,80,57,23,0
2019-08-22,2019,8,Thu,28,Hyogo,兵庫県,29.6,27.4,90,25,16,1
2019-08-22,2019,8,Thu,40,Fukuoka,福岡県,31.1,27.4,79,19,8,0
2019-08-22,2019,8,Thu,47,Okinawa,沖縄県,30.2,28.6,83,10,3,0
2019-08-23,2019,8,Fri,1,Hokkaido,北海道,20.1,18.2,86,1,0,0
2019-08-23,2019,8,Fri,13,Tokyo,東京都,30.2,26.4,86,26,13,0
2019-08-23,2019,8,Fri,23,Aichi,愛知県,27.5,25.5,87,4,3,0
2019-08-23,2019,8,Fri,27,Osaka,大阪府,28.0,26.6,86,17,12,0
2019-08-23,2019,8,Fri,28,Hyogo,兵庫県,28.3,25.8,92,12,9,0
2019-08-23,2019,8,Fri,40,Fukuoka,福岡県,29.8,26.6,82,19,10,1
2019-08-23,2019,8,Fri,47,Okinawa,沖縄県,30.2,28.7,83,6,2,0
2019-08-24,2019,8,Sat,1,Hokkaido,北海道,21.8,19.0,87,1,1,0
2019-08-24,2019,8,Sat,13,Tokyo,東京都,29.8,26.2,76,43,21,2
2019-08-24,2019,8,Sat,23,Aichi,愛知県,29.5,25.6,78,18,8,1
2019-08-24,2019,8,Sat,27,Osaka,大阪府,27.9,25.8,82,23,11,0
2019-08-24,2019,8,Sat,28,Hyogo,兵庫県,28.0,25.5,81,14,8,0
2019-08-24,2019,8,Sat,40,Fukuoka,福岡県,28.3,24.6,77,4,4,0
2019-08-24,2019,8,Sat,47,Okinawa,沖縄県,30.4,29.0,83,5,2,0
2019-08-25,2019,8,Sun,1,Hokkaido,北海道,19.9,17.6,83,1,1,0
2019-08-25,2019,8,Sun,13,Tokyo,東京都,29.2,25.4,76,34,19,0
2019-08-25,2019,8,Sun,23,Aichi,愛知県,29.8,25.4,73,11,8,0
2019-08-25,2019,8,Sun,27,Osaka,大阪府,28.1,25.5,74,11,6,0
2019-08-25,2019,8,Sun,28,Hyogo,兵庫県,27.6,24.9,80,10,4,0
2019-08-25,2019,8,Sun,40,Fukuoka,福岡県,25.0,22.1,85,4,2,0
2019-08-25,2019,8,Sun,47,Okinawa,沖縄県,30.2,28.7,84,8,2,1
2019-08-26,2019,8,Mon,1,Hokkaido,北海道,20.3,17.6,80,3,1,0
2019-08-26,2019,8,Mon,13,Tokyo,東京都,28.3,24.5,80,11,6,0
2019-08-26,2019,8,Mon,23,Aichi,愛知県,30.5,24.8,72,20,14,0
2019-08-26,2019,8,Mon,27,Osaka,大阪府,29.0,25.2,77,16,9,0
2019-08-26,2019,8,Mon,28,Hyogo,兵庫県,27.5,24.7,80,11,5,0
2019-08-26,2019,8,Mon,40,Fukuoka,福岡県,25.6,22.4,84,1,0,0
2019-08-26,2019,8,Mon,47,Okinawa,沖縄県,30.5,28.5,80,9,4,1
2019-08-27,2019,8,Tue,1,Hokkaido,北海道,24.4,18.7,81,4,1,0
2019-08-27,2019,8,Tue,13,Tokyo,東京都,28.7,24.8,82,6,5,0
2019-08-27,2019,8,Tue,23,Aichi,愛知県,28.0,24.1,85,10,5,0
2019-08-27,2019,8,Tue,27,Osaka,大阪府,27.5,25.0,81,7,3,0
2019-08-27,2019,8,Tue,28,Hyogo,兵庫県,26.0,24.7,90,1,1,0
2019-08-27,2019,8,Tue,40,Fukuoka,福岡県,26.3,24.5,90,0,0,0
2019-08-27,2019,8,Tue,47,Okinawa,沖縄県,30.2,28.7,80,6,2,0
2019-08-28,2019,8,Wed,1,Hokkaido,北海道,22.5,19.2,87,0,0,0
2019-08-28,2019,8,Wed,13,Tokyo,東京都,28.0,25.5,87,9,7,0
2019-08-28,2019,8,Wed,23,Aichi,愛知県,27.9,25.4,91,2,1,0
2019-08-28,2019,8,Wed,27,Osaka,大阪府,27.9,26.8,83,6,2,0
2019-08-28,2019,8,Wed,28,Hyogo,兵庫県,26.6,25.9,95,0,0,0
2019-08-28,2019,8,Wed,40,Fukuoka,福岡県,27.6,25.6,89,1,0,0
2019-08-28,2019,8,Wed,47,Okinawa,沖縄県,30.5,28.8,82,9,2,0
2019-08-29,2019,8,Thu,1,Hokkaido,北海道,22.6,19.5,87,1,0,0
2019-08-29,2019,8,Thu,13,Tokyo,東京都,32.8,27.7,79,48,30,0
2019-08-29,2019,8,Thu,23,Aichi,愛知県,31.5,27.2,84,25,13,0
2019-08-29,2019,8,Thu,27,Osaka,大阪府,30.7,28.1,81,22,10,0
2019-08-29,2019,8,Thu,28,Hyogo,兵庫県,28.4,26.7,92,7,4,0
2019-08-29,2019,8,Thu,40,Fukuoka,福岡県,27.6,25.0,88,4,1,0
2019-08-29,2019,8,Thu,47,Okinawa,沖縄県,30.5,28.4,84,8,3,0
2019-08-30,2019,8,Fri,1,Hokkaido,北海道,24.7,20.3,82,4,2,0
2019-08-30,2019,8,Fri,13,Tokyo,東京都,28.9,25.5,90,12,9,0
2019-08-30,2019,8,Fri,23,Aichi,愛知県,28.5,25.7,90,3,1,0
2019-08-30,2019,8,Fri,27,Osaka,大阪府,28.0,26.0,86,5,1,0
2019-08-30,2019,8,Fri,28,Hyogo,兵庫県,27.4,25.6,90,2,2,0
2019-08-30,2019,8,Fri,40,Fukuoka,福岡県,26.7,24.0,84,4,4,0
2019-08-30,2019,8,Fri,47,Okinawa,沖縄県,30.1,28.5,83,5,3,0
2019-08-31,2019,8,Sat,1,Hokkaido,北海道,25.4,21.5,82,2,2,0
2019-08-31,2019,8,Sat,13,Tokyo,東京都,30.5,26.7,83,38,24,0
2019-08-31,2019,8,Sat,23,Aichi,愛知県,28.9,25.5,84,15,6,0
2019-08-31,2019,8,Sat,27,Osaka,大阪府,27.6,25.0,81,5,1,0
2019-08-31,2019,8,Sat,28,Hyogo,兵庫県,27.1,24.8,84,4,2,0
2019-08-31,2019,8,Sat,40,Fukuoka,福岡県,27.1,23.0,77,5,2,0
2019-08-31,2019,8,Sat,47,Okinawa,沖縄県,30.0,28.6,82,7,3,1
2019-09-01,2019,9,Sun,1,Hokkaido,北海道,25.7,19.5,76,7,2,2
2019-09-01,2019,9,Sun,13,Tokyo,東京都,30.8,26.6,75,20,12,0
2019-09-01,2019,9,Sun,23,Aichi,愛知県,29.4,25.5,79,15,10,0
2019-09-01,2019,9,Sun,27,Osaka,大阪府,29.1,25.4,81,15,4,0
2019-09-01,2019,9,Sun,28,Hyogo,兵庫県,27.8,25.1,84,2,2,0
2019-09-01,2019,9,Sun,40,Fukuoka,福岡県,24.5,21.7,87,3,2,0
2019-09-01,2019,9,Sun,47,Okinawa,沖縄県,30.7,28.8,80,11,3,0
2019-09-02,2019,9,Mon,1,Hokkaido,北海道,26.8,19.5,73,3,2,1
2019-09-02,2019,9,Mon,13,Tokyo,東京都,31.0,26.5,82,37,26,2
2019-09-02,2019,9,Mon,23,Aichi,愛知県,30.8,26.3,79,28,16,0
2019-09-02,2019,9,Mon,27,Osaka,大阪府,29.9,26.6,84,34,15,0
2019-09-02,2019,9,Mon,28,Hyogo,兵庫県,29.1,26.2,90,13,10,0
2019-09-02,2019,9,Mon,40,Fukuoka,福岡県,27.8,24.2,90,3,0,0
2019-09-02,2019,9,Mon,47,Okinawa,沖縄県,30.2,28.5,81,8,3,0
2019-09-03,2019,9,Tue,1,Hokkaido,北海道,23.0,18.7,77,5,3,0
2019-09-03,2019,9,Tue,13,Tokyo,東京都,29.1,25.5,85,11,6,0
2019-09-03,2019,9,Tue,23,Aichi,愛知県,31.0,27.0,82,39,25,1
2019-09-03,2019,9,Tue,27,Osaka,大阪府,30.0,26.9,82,56,27,0
2019-09-03,2019,9,Tue,28,Hyogo,兵庫県,29.0,26.5,91,26,14,0
2019-09-03,2019,9,Tue,40,Fukuoka,福岡県,30.7,25.8,81,41,23,0
2019-09-03,2019,9,Tue,47,Okinawa,沖縄県,30.4,28.4,79,3,3,1
2019-09-04,2019,9,Wed,1,Hokkaido,北海道,24.3,17.7,77,4,3,0
2019-09-04,2019,9,Wed,13,Tokyo,東京都,26.4,23.2,86,7,6,0
2019-09-04,2019,9,Wed,23,Aichi,愛知県,30.1,26.2,85,17,11,0
2019-09-04,2019,9,Wed,27,Osaka,大阪府,32.5,27.6,82,28,15,1
2019-09-04,2019,9,Wed,28,Hyogo,兵庫県,30.3,26.5,89,18,11,0
2019-09-04,2019,9,Wed,40,Fukuoka,福岡県,28.0,25.5,86,29,11,1
2019-09-04,2019,9,Wed,47,Okinawa,沖縄県,29.2,27.9,83,3,0,0
2019-09-05,2019,9,Thu,1,Hokkaido,北海道,23.9,19.3,80,1,0,0
2019-09-05,2019,9,Thu,13,Tokyo,東京都,29.0,25.1,80,10,3,1
2019-09-05,2019,9,Thu,23,Aichi,愛知県,28.9,25.7,85,4,2,0
2019-09-05,2019,9,Thu,27,Osaka,大阪府,31.4,27.2,83,21,13,0
2019-09-05,2019,9,Thu,28,Hyogo,兵庫県,29.7,26.3,90,19,8,0
2019-09-05,2019,9,Thu,40,Fukuoka,福岡県,31.1,26.8,79,20,7,0
2019-09-05,2019,9,Thu,47,Okinawa,沖縄県,27.0,26.4,89,0,0,0
2019-09-06,2019,9,Fri,1,Hokkaido,北海道,27.1,21.6,78,5,3,0
2019-09-06,2019,9,Fri,13,Tokyo,東京都,32.0,26.7,82,39,20,1
2019-09-06,2019,9,Fri,23,Aichi,愛知県,30.6,26.5,80,21,6,0
2019-09-06,2019,9,Fri,27,Osaka,大阪府,33.7,28.3,75,40,17,0
2019-09-06,2019,9,Fri,28,Hyogo,兵庫県,30.8,27.5,82,29,15,0
2019-09-06,2019,9,Fri,40,Fukuoka,福岡県,32.4,27.9,73,17,9,1
2019-09-06,2019,9,Fri,47,Okinawa,沖縄県,28.6,27.0,87,0,0,0
2019-09-07,2019,9,Sat,1,Hokkaido,北海道,26.5,22.2,92,8,0,1
2019-09-07,2019,9,Sat,13,Tokyo,東京都,32.4,27.4,80,48,23,1
2019-09-07,2019,9,Sat,23,Aichi,愛知県,31.5,26.2,77,35,12,0
2019-09-07,2019,9,Sat,27,Osaka,大阪府,33.2,28.6,73,54,19,0
2019-09-07,2019,9,Sat,28,Hyogo,兵庫県,32.3,28.0,79,39,20,0
2019-09-07,2019,9,Sat,40,Fukuoka,福岡県,28.8,27.0,80,15,3,0
2019-09-07,2019,9,Sat,47,Okinawa,沖縄県,28.5,26.7,89,2,1,0
2019-09-08,2019,9,Sun,1,Hokkaido,北海道,27.2,23.3,88,41,21,0
2019-09-08,2019,9,Sun,13,Tokyo,東京都,31.9,28.2,82,50,14,1
2019-09-08,2019,9,Sun,23,Aichi,愛知県,32.1,28.0,79,69,32,1
2019-09-08,2019,9,Sun,27,Osaka,大阪府,34.3,29.3,75,81,25,1
2019-09-08,2019,9,Sun,28,Hyogo,兵庫県,31.7,28.5,81,65,28,2
2019-09-08,2019,9,Sun,40,Fukuoka,福岡県,32.2,27.1,83,58,19,0
2019-09-08,2019,9,Sun,47,Okinawa,沖縄県,26.8,26.2,89,3,0,1
2019-09-09,2019,9,Mon,1,Hokkaido,北海道,31.3,24.7,82,39,25,1
2019-09-09,2019,9,Mon,13,Tokyo,東京都,35.5,28.7,77,79,47,3
2019-09-09,2019,9,Mon,23,Aichi,愛知県,34.0,29.5,70,62,37,1
2019-09-09,2019,9,Mon,27,Osaka,大阪府,31.7,28.6,81,49,26,1
2019-09-09,2019,9,Mon,28,Hyogo,兵庫県,30.9,28.1,86,48,25,1
2019-09-09,2019,9,Mon,40,Fukuoka,福岡県,32.5,27.6,77,28,18,1
2019-09-09,2019,9,Mon,47,Okinawa,沖縄県,29.8,27.9,82,8,3,0
2019-09-10,2019,9,Tue,1,Hokkaido,北海道,26.0,21.0,79,17,9,0
2019-09-10,2019,9,Tue,13,Tokyo,東京都,33.2,28.7,79,125,49,5
2019-09-10,2019,9,Tue,23,Aichi,愛知県,34.1,29.1,76,122,41,2
2019-09-10,2019,9,Tue,27,Osaka,大阪府,32.0,28.6,82,76,32,0
2019-09-10,2019,9,Tue,28,Hyogo,兵庫県,31.1,28.3,89,46,17,0
2019-09-10,2019,9,Tue,40,Fukuoka,福岡県,30.5,27.1,78,27,14,0
2019-09-10,2019,9,Tue,47,Okinawa,沖縄県,30.6,28.4,83,21,3,0
2019-09-11,2019,9,Wed,1,Hokkaido,北海道,18.9,16.7,88,0,0,0
2019-09-11,2019,9,Wed,13,Tokyo,東京都,30.9,27.1,86,39,15,0
2019-09-11,2019,9,Wed,23,Aichi,愛知県,32.8,28.3,79,95,31,2
2019-09-11,2019,9,Wed,27,Osaka,大阪府,31.5,28.4,82,67,40,2
2019-09-11,2019,9,Wed,28,Hyogo,兵庫県,30.9,27.6,89,57,27,0
2019-09-11,2019,9,Wed,40,Fukuoka,福岡県,30.5,27.0,83,40,25,0
2019-09-11,2019,9,Wed,47,Okinawa,沖縄県,30.6,28.5,83,21,3,0
2019-09-12,2019,9,Thu,1,Hokkaido,北海道,19.4,16.3,79,1,0,0
2019-09-12,2019,9,Thu,13,Tokyo,東京都,27.5,24.6,75,11,9,0
2019-09-12,2019,9,Thu,23,Aichi,愛知県,30.2,25.9,72,21,9,0
2019-09-12,2019,9,Thu,27,Osaka,大阪府,28.9,25.2,70,13,3,0
2019-09-12,2019,9,Thu,28,Hyogo,兵庫県,28.0,24.8,72,6,4,0
2019-09-12,2019,9,Thu,40,Fukuoka,福岡県,28.8,25.7,83,19,11,0
2019-09-12,2019,9,Thu,47,Okinawa,沖縄県,30.5,28.4,79,11,3,0
2019-09-13,2019,9,Fri,1,Hokkaido,北海道,21.0,16.0,74,1,0,0
2019-09-13,2019,9,Fri,13,Tokyo,東京都,24.3,21.7,75,5,5,0
2019-09-13,2019,9,Fri,23,Aichi,愛知県,26.5,23.5,75,4,2,0
2019-09-13,2019,9,Fri,27,Osaka,大阪府,25.2,23.6,81,4,2,0
2019-09-13,2019,9,Fri,28,Hyogo,兵庫県,25.2,23.5,83,4,2,0
2019-09-13,2019,9,Fri,40,Fukuoka,福岡県,28.5,24.8,78,16,8,0
2019-09-13,2019,9,Fri,47,Okinawa,沖縄県,30.5,28.2,82,8,4,0
2019-09-14,2019,9,Sat,1,Hokkaido,北海道,22.5,18.5,77,1,0,0
2019-09-14,2019,9,Sat,13,Tokyo,東京都,25.5,21.1,82,3,3,0
2019-09-14,2019,9,Sat,23,Aichi,愛知県,28.1,23.7,77,10,6,0
2019-09-14,2019,9,Sat,27,Osaka,大阪府,30.6,25.5,71,52,10,0
2019-09-14,2019,9,Sat,28,Hyogo,兵庫県,29.6,25.4,74,17,7,0
2019-09-14,2019,9,Sat,40,Fukuoka,福岡県,29.4,26.0,80,25,13,0
2019-09-14,2019,9,Sat,47,Okinawa,沖縄県,30.5,28.3,82,9,2,0
2019-09-15,2019,9,Sun,1,Hokkaido,北海道,22.0,18.9,86,3,2,0
2019-09-15,2019,9,Sun,13,Tokyo,東京都,29.0,23.8,76,12,4,0
2019-09-15,2019,9,Sun,23,Aichi,愛知県,30.8,25.9,75,28,13,0
2019-09-15,2019,9,Sun,27,Osaka,大阪府,31.2,26.0,71,63,13,1
2019-09-15,2019,9,Sun,28,Hyogo,兵庫県,30.4,26.1,72,10,3,0
2019-09-15,2019,9,Sun,40,Fukuoka,福岡県,29.1,25.8,86,34,9,0
2019-09-15,2019,9,Sun,47,Okinawa,沖縄県,29.0,27.3,87,1,1,0
2019-09-16,2019,9,Mon,1,Hokkaido,北海道,24.4,19.9,90,0,0,0
2019-09-16,2019,9,Mon,13,Tokyo,東京都,25.7,23.3,88,3,2,1
2019-09-16,2019,9,Mon,23,Aichi,愛知県,32.2,26.6,68,12,5,0
2019-09-16,2019,9,Mon,27,Osaka,大阪府,30.6,26.1,75,9,3,0
2019-09-16,2019,9,Mon,28,Hyogo,兵庫県,29.1,25.6,79,7,3,0
2019-09-16,2019,9,Mon,40,Fukuoka,福岡県,27.0,24.1,76,10,5,1
2019-09-16,2019,9,Mon,47,Okinawa,沖縄県,30.3,28.1,78,2,1,0
2019-09-17,2019,9,Tue,1,Hokkaido,北海道,21.3,18.3,73,2,0,0
2019-09-17,2019,9,Tue,13,Tokyo,東京都,30.2,24.9,77,19,7,0
2019-09-17,2019,9,Tue,23,Aichi,愛知県,31.8,26.6,70,10,4,0
2019-09-17,2019,9,Tue,27,Osaka,大阪府,30.6,25.6,73,9,6,1
2019-09-17,2019,9,Tue,28,Hyogo,兵庫県,29.1,25.1,75,8,5,0
2019-09-17,2019,9,Tue,40,Fukuoka,福岡県,27.8,23.9,74,3,1,0
2019-09-17,2019,9,Tue,47,Okinawa,沖縄県,30.5,28.1,78,1,1,0
2019-09-18,2019,9,Wed,1,Hokkaido,北海道,21.0,16.0,75,0,0,0
2019-09-18,2019,9,Wed,13,Tokyo,東京都,23.8,21.6,86,2,1,0
2019-09-18,2019,9,Wed,23,Aichi,愛知県,26.0,23.8,80,3,0,0
2019-09-18,2019,9,Wed,27,Osaka,大阪府,29.5,24.6,71,7,3,0
2019-09-18,2019,9,Wed,28,Hyogo,兵庫県,27.9,24.1,72,1,1,0
2019-09-18,2019,9,Wed,40,Fukuoka,福岡県,26.1,23.3,73,4,1,0
2019-09-18,2019,9,Wed,47,Okinawa,沖縄県,29.1,27.7,82,0,0,0
2019-09-19,2019,9,Thu,1,Hokkaido,北海道,15.4,12.0,65,0,0,0
2019-09-19,2019,9,Thu,13,Tokyo,東京都,25.6,21.5,75,2,0,0
2019-09-19,2019,9,Thu,23,Aichi,愛知県,28.5,22.4,61,4,2,0
2019-09-19,2019,9,Thu,27,Osaka,大阪府,26.1,21.9,64,3,0,0
2019-09-19,2019,9,Thu,28,Hyogo,兵庫県,24.8,21.5,66,2,2,0
2019-09-19,2019,9,Thu,40,Fukuoka,福岡県,26.6,22.0,68,2,2,0
2019-09-19,2019,9,Thu,47,Okinawa,沖縄県,29.8,27.5,84,6,3,0
